28-01-2021 20:21:30.952,21239808,13-10-2021 18:07:54.147,2760,
28-01-2021 20:21:30.952,21239808,13-10-2021 18:07:54.147,2679,
28-01-2021 20:21:30.952,21239808,13-10-2021 18:07:54.147,2596,
28-01-2021 20:21:30.952,21239808,13-10-2021 18:07:54.147,2512,
28-01-2021 20:21:30.952,21239808,13-10-2021 18:07:54.147,2427,
28-01-2021 20:21:30.952,21239808,13-10-2021 18:07:54.147,2343,
28-01-2021 20:21:30.952,21239808,13-10-2021 18:07:54.147,2260,
28-01-2021 20:21:30.952,21239808,13-10-2021 18:07:54.147,2181,
28-01-2021 20:21:30.952,21239808,13-10-2021 18:07:54.147,2106,
28-01-2021 20:21:30.952,21239808,13-10-2021 18:07:54.147,2047,
28-01-2021 20:21:30.952,21239808,13-10-2021 18:07:54.147,2005,
28-01-2021 20:21:30.952,21239808,13-10-2021 18:07:54.147,1992,
28-01-2021 20:21:30.952,21239808,13-10-2021 18:07:54.147,2008,
28-01-2021 20:21:30.952,21239808,13-10-2021 18:07:54.147,2062,
28-01-2021 20:21:30.952,21239808,13-10-2021 18:07:54.147,2148,
28-01-2021 20:21:30.952,21239808,13-10-2021 18:07:54.147,2263,
28-01-2021 20:21:31.208,21241856,13-10-2021 18:07:54.151,2400,
28-01-2021 20:21:31.208,21241856,13-10-2021 18:07:54.151,2549,
28-01-2021 20:21:31.208,21241856,13-10-2021 18:07:54.151,2706,
28-01-2021 20:21:31.208,21241856,13-10-2021 18:07:54.151,2861,
28-01-2021 20:21:31.208,21241856,13-10-2021 18:07:54.151,3011,
28-01-2021 20:21:31.208,21241856,13-10-2021 18:07:54.151,3150,
28-01-2021 20:21:31.208,21241856,13-10-2021 18:07:54.151,3277,
28-01-2021 20:21:31.208,21241856,13-10-2021 18:07:54.151,3389,
28-01-2021 20:21:31.208,21241856,13-10-2021 18:07:54.151,3487,
28-01-2021 20:21:31.208,21241856,13-10-2021 18:07:54.151,3569,
28-01-2021 20:21:31.208,21241856,13-10-2021 18:07:54.151,3637,
28-01-2021 20:21:31.208,21241856,13-10-2021 18:07:54.151,3689,
28-01-2021 20:21:31.208,21241856,13-10-2021 18:07:54.151,3727,
28-01-2021 20:21:31.208,21241856,13-10-2021 18:07:54.151,3750,
28-01-2021 20:21:31.208,21241856,13-10-2021 18:07:54.151,3761,
28-01-2021 20:21:31.208,21241856,13-10-2021 18:07:54.151,3761,
28-01-2021 20:21:31.464,21243904,13-10-2021 18:07:54.155,3753,
